Reward,MaxAssignments,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.query,Input.gui_index_1,Input.gui_index_2,Input.gui_index_3,Input.gui_index_4,Input.gui_index_5,Input.gui_index_6,Input.gui_index_7,Input.gui_index_8,Input.gui_index_9,Input.gui_index_10,Input.gui_index_11,Input.gui_index_12,Input.gui_index_13,Input.gui_index_14,Input.gui_index_15,Answer.gui_1.0,Answer.gui_1.1,Answer.gui_1.2,Answer.gui_10.0,Answer.gui_10.1,Answer.gui_10.2,Answer.gui_11.0,Answer.gui_11.1,Answer.gui_11.2,Answer.gui_12.0,Answer.gui_12.1,Answer.gui_12.2,Answer.gui_13.0,Answer.gui_13.1,Answer.gui_13.2,Answer.gui_14.0,Answer.gui_14.1,Answer.gui_14.2,Answer.gui_15.0,Answer.gui_15.1,Answer.gui_15.2,Answer.gui_2.0,Answer.gui_2.1,Answer.gui_2.2,Answer.gui_3.0,Answer.gui_3.1,Answer.gui_3.2,Answer.gui_4.0,Answer.gui_4.1,Answer.gui_4.2,Answer.gui_5.0,Answer.gui_5.1,Answer.gui_5.2,Answer.gui_6.0,Answer.gui_6.1,Answer.gui_6.2,Answer.gui_7.0,Answer.gui_7.1,Answer.gui_7.2,Answer.gui_8.0,Answer.gui_8.1,Answer.gui_8.2,Answer.gui_9.0,Answer.gui_9.1,Answer.gui_9.2,Approve,Reject
$0.20,3,3600,1209600,,,32UTUBMZ7GWM7MBC8MD2SNFZGWLVBB,A1JPCC3YC36VE7,Submitted,,52,0% (0/0),0% (0/0),0% (0/0),0,"Application with writing reviews, bookmarks, and invoices",41365,35903,44840,35889,35905,35912,5025,35898,33086,29756,35896,59345,33776,48915,3515,false,false,true,true,false,false,false,true,false,false,false,true,true,false,false,false,false,true,false,true,false,false,false,true,true,false,false,false,false,true,false,true,false,true,false,false,true,false,false,true,false,false,false,false,true,,
$0.20,3,3600,1209600,,,37Z929RLG986BGOPEDZIHU1EMJWTS2,AX7K5UODLEK72,Submitted,,77,100% (27/27),100% (27/27),100% (27/27),0,"Application with writing reviews, bookmarks, and invoices",41365,35903,44840,35889,35905,35912,5025,35898,33086,29756,35896,59345,33776,48915,3515,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,false,false,true,false,true,false,false,true,false,false,false,true,false,true,false,true,false,false,false,true,false,true,false,false,true,false,false,false,true,false,,
$0.20,3,3600,1209600,,,3F6HPJW4JD05YYBLF3PNDWV9S0BW2M,A1T98U1UWD1GSL,Submitted,,65,100% (82/82),100% (82/82),100% (38/38),0,"Application with writing reviews, bookmarks, and invoices",41365,35903,44840,35889,35905,35912,5025,35898,33086,29756,35896,59345,33776,48915,3515,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,3DH6GAKTYYPZTE9XJBGPL4QWOPSZYU,A1T98U1UWD1GSL,Submitted,,83,100% (82/82),100% (82/82),100% (38/38),349,select which sports news to appear,16512,49898,71379,1570,841,68818,16508,43108,42717,21243,32870,43962,16516,21247,10803,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,3R2UR8A0IAGYU55GC6J6MSCJ2OFOXD,A3NXCYECW4LN2O,Approved,,39,100% (19/19),100% (19/19),100% (19/19),349,select which sports news to appear,16512,49898,71379,1570,841,68818,16508,43108,42717,21243,32870,43962,16516,21247,10803,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,,
$0.20,3,3600,1209600,,,3VAR3R6G1P18F4484Y7E6TVQBH88OV,AX7K5UODLEK72,Submitted,,36,100% (27/27),100% (27/27),100% (27/27),349,select which sports news to appear,16512,49898,71379,1570,841,68818,16508,43108,42717,21243,32870,43962,16516,21247,10803,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,false,true,false,false,false,true,true,false,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,38SKSKU7R1XTYPDO0S3DR1LAI8RLIH,A2XD5QTL6H2LIY,Approved,,120,100% (26/26),100% (26/26),100% (26/26),320,information with get started,14095,22315,29608,31608,20946,46294,62350,2599,69286,50963,47921,529,29729,20913,7964,false,false,true,true,false,false,false,true,false,false,false,true,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,true,false,false,false,false,true,false,true,false,,
$0.20,3,3600,1209600,,,39ZSFO5CA8WSCQKOROGEUPWT92XUJX,AX7K5UODLEK72,Approved,,178,100% (27/27),100% (27/27),100% (27/27),320,information with get started,14095,22315,29608,31608,20946,46294,62350,2599,69286,50963,47921,529,29729,20913,7964,false,false,true,true,false,false,true,false,false,false,false,true,true,false,false,true,false,false,true,false,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,true,false,false,false,true,false,false,true,false,,
$0.20,3,3600,1209600,,,3NPI0JQDAO59YO8XMWVOMPW3Z59TPI,A1T98U1UWD1GSL,Submitted,,77,100% (82/82),100% (82/82),100% (38/38),320,information with get started,14095,22315,29608,31608,20946,46294,62350,2599,69286,50963,47921,529,29729,20913,7964,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,true,false,false,true,false,false,true,false,false,,
$0.20,3,3600,1209600,,,3C5W7UE9CFQAU2K4ZQ4TUONE7VXXMI,A2XD5QTL6H2LIY,Submitted,,79,100% (26/26),100% (26/26),100% (26/26),97,video review with send as message button,26578,55738,26689,46393,55739,40742,27787,55743,69990,19930,55734,26692,62476,26693,43498,true,false,false,false,true,false,false,true,false,false,true,false,true,false,false,false,true,false,true,false,false,false,true,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,false,false,true,false,false,true,false,,
