Reward,MaxAssignments,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.query,Input.gui_index_1,Input.gui_index_2,Input.gui_index_3,Input.gui_index_4,Input.gui_index_5,Input.gui_index_6,Input.gui_index_7,Input.gui_index_8,Input.gui_index_9,Input.gui_index_10,Input.gui_index_11,Input.gui_index_12,Input.gui_index_13,Input.gui_index_14,Input.gui_index_15,Answer.gui_1.0,Answer.gui_1.1,Answer.gui_1.2,Answer.gui_10.0,Answer.gui_10.1,Answer.gui_10.2,Answer.gui_11.0,Answer.gui_11.1,Answer.gui_11.2,Answer.gui_12.0,Answer.gui_12.1,Answer.gui_12.2,Answer.gui_13.0,Answer.gui_13.1,Answer.gui_13.2,Answer.gui_14.0,Answer.gui_14.1,Answer.gui_14.2,Answer.gui_15.0,Answer.gui_15.1,Answer.gui_15.2,Answer.gui_2.0,Answer.gui_2.1,Answer.gui_2.2,Answer.gui_3.0,Answer.gui_3.1,Answer.gui_3.2,Answer.gui_4.0,Answer.gui_4.1,Answer.gui_4.2,Answer.gui_5.0,Answer.gui_5.1,Answer.gui_5.2,Answer.gui_6.0,Answer.gui_6.1,Answer.gui_6.2,Answer.gui_7.0,Answer.gui_7.1,Answer.gui_7.2,Answer.gui_8.0,Answer.gui_8.1,Answer.gui_8.2,Answer.gui_9.0,Answer.gui_9.1,Answer.gui_9.2,Approve,Reject
$0.15,3,3600,1209600,,,34T446B1C0EPOQ22JPL8IEVR1910CX,A35AR7EP102IEV,Submitted,,362,0% (0/0),0% (0/0),0% (0/0),386,web brower with list,21441,19602,16574,26074,53717,64331,26072,63902,41097,68942,27596,36486,18797,62985,24750,false,false,true,true,false,false,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false,false,true,true,false,false,false,false,true,false,false,true,,
$0.15,3,3600,1209600,,,3L4D84MILZSN74E4RP9FBA73DIEHJC,AXXA481XH6FKE,Approved,,671,100% (120/120),100% (120/120),100% (120/120),386,web brower with list,21441,19602,16574,26074,53717,64331,26072,63902,41097,68942,27596,36486,18797,62985,24750,true,false,false,true,false,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,,
$0.15,3,3600,1209600,,,3Z2R0DQ0JHEBHYPUU3VHRQO9JEXE2D,A2ECRNQ3X5LEXD,Submitted,,269,0% (0/0),0% (0/0),0% (0/0),386,web brower with list,21441,19602,16574,26074,53717,64331,26072,63902,41097,68942,27596,36486,18797,62985,24750,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,,
$0.15,3,3600,1209600,,,35L9RVQFCOIWLKPY3ODTICGEUY4HU0,A3C2X1L5PVNNLV,Approved,,134,100% (8/8),100% (8/8),100% (8/8),219,Tabs layout preview,36327,47402,19988,36328,27590,19987,3917,51353,28701,28540,31783,67999,35337,27833,31047,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,false,false,true,true,false,false,true,false,false,false,false,true,,
$0.15,3,3600,1209600,,,3QEMNNSB2XZDBT804K1SHZNWUNJ7D4,A2AKNTBRMYZ95S,Submitted,,304,0% (0/0),0% (0/0),0% (0/0),219,Tabs layout preview,36327,47402,19988,36328,27590,19987,3917,51353,28701,28540,31783,67999,35337,27833,31047,true,false,false,true,false,false,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,true,false,false,true,false,false,false,true,false,,
$0.15,3,3600,1209600,,,3SKEMFQBZ35PPDJT66FLZCEHPGMK8H,A1I579KWWA5IEO,Submitted,,1397,0% (0/0),0% (0/0),0% (0/0),219,Tabs layout preview,36327,47402,19988,36328,27590,19987,3917,51353,28701,28540,31783,67999,35337,27833,31047,true,false,false,false,false,true,false,false,true,false,true,false,false,false,true,false,false,true,true,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,true,false,true,false,false,false,true,false,false,false,true,,
$0.15,3,3600,1209600,,,30ZX6P7VF8VJSEBM8468O611O1A2JX,A2QZ3E3AEY887V,Approved,,42,100% (20/20),100% (20/20),100% (20/20),34,healthcare pulse app,62002,42672,26814,43377,31029,42671,35342,44746,63983,57850,63989,63637,63650,42972,26815,false,false,true,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,,
$0.15,3,3600,1209600,,,35DR22AR5DK98GCUT8ZEYPE85I63XO,A2XWQY45UB1XQ6,Approved,,588,100% (2/2),100% (2/2),100% (2/2),34,healthcare pulse app,62002,42672,26814,43377,31029,42671,35342,44746,63983,57850,63989,63637,63650,42972,26815,false,false,true,true,false,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,,
$0.15,3,3600,1209600,,,369J354OFDAXJD4MN0X8H6QXCB96GM,AXXA481XH6FKE,Submitted,,795,100% (120/120),100% (120/120),100% (120/120),34,healthcare pulse app,62002,42672,26814,43377,31029,42671,35342,44746,63983,57850,63989,63637,63650,42972,26815,false,false,true,true,false,false,true,false,false,false,true,false,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,,
$0.15,3,3600,1209600,,,3S06PH7KSR4Z07TYF4KJGPWJR1JD1D,A2AKNTBRMYZ95S,Submitted,,397,0% (0/0),0% (0/0),0% (0/0),266,contact details form,29981,64300,49918,10286,64299,59279,66696,71431,15867,11921,54543,15038,32351,39054,15043,false,false,true,true,false,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,false,false,true,false,false,,
